1413,2.14,11
1064,2.14,11
1092,2.38,11
1147,4.13,11
1238,4.24,11
1019,4.26,11
1007,4.29,11
1399,5.29,11
1462,6.26,11
1003,6.36,11
1300,6.46,11
1474,7.54,11
1262,8.24,11
1159,8.48,11
1020,9.19,11
1447,9.52,11
1033,9.56,11
1174,10.55,11
1395,11.08,11
1414,11.18,11
1389,11.40,11
1465,11.40,11
1028,12.10,11
1404,12.30,11
1260,13.04,11
1201,14.12,11
1029,14.25,11
1113,14.59,11
1030,15.59,11
1004,16.20,11
1177,16.55,11
1433,17.23,11
1015,17.42,11
1502,18.20,11
1206,19.15,11
1268,20.30,11
1435,21.01,11
1090,21.15,11
1089,21.20,11
1198,21.56,11
1472,22.17,11
1125,22.30,11
1504,25.36,11
1093,25.57,11
1207,30.43,11
1036,41.53,11
1220,57.10,11
1257,59.10,11
1118,1.20,10
1056,1.48,10
1294,2.09,10
1324,2.14,10
1225,2.29,10
1179,2.53,10
1439,3.08,10
1280,3.49,10
1202,4.09,10
1148,4.13,10
1448,4.55,10
1387,5.20,10
1316,6.19,10
1458,6.34,10
1129,6.38,10
1353,7.07,10
1487,7.18,10
1489,7.20,10
1357,7.26,10
1475,7.54,10
1022,8.03,10
1440,8.10,10
1124,8.30,10
1170,8.37,10
1171,8.44,10
1123,8.47,10
1143,8.54,10
1460,8.55,10
1375,9.15,10
1121,9.27,10
1023,9.35,10
1306,9.44,10
1501,10.00,10
1189,10.26,10
1013,10.43,10
1430,10.52,10
1365,10.57,10
1228,11.10,10
1027,11.22,10
1070,11.44,10
1452,11.46,10
1136,11.50,10
1411,13.01,10
1224,14.09,10
1105,14.25,10
1328,14.33,10
1026,14.38,10
1266,14.49,10
1150,14.51,10
1432,14.53,10
1421,15.19,10
1476,15.24,10
1176,16.09,10
1119,16.14,10
1221,16.26,10
1227,16.59,10
1334,17.01,10
1060,17.02,10
1373,17.29,10
1151,17.37,10
1217,17.37,10
1165,18.29,10
1230,19.13,10
1076,19.23,10
1318,19.41,10
1233,20.05,10
1425,20.08,10
1154,20.16,10
1122,20.18,10
1490,20.27,10
1382,21.29,10
1301,21.38,10
1097,21.39,10
1286,21.40,10
1229,21.41,10
1349,22.35,10
1338,24.39,10
1331,29.17,10
1422,31.55,10
1283,32.48,10
1099,33.25,10
1354,33.29,10
1100,33.29,10
1321,36.01,10
1128,46.07,10
1369,53.31,10
1249,12.22,10
1426,24.31,10
1443,0.53,9
1115,0.53,9
1072,1.25,9
1408,1.47,9
1482,1.48,9
1083,1.49,9
1378,1.59,9
1381,2.07,9
1279,2.28,9
1299,2.30,9
1142,2.55,9
1308,3.38,9
1052,3.44,9
1248,3.52,9
1499,4.03,9
1157,4.08,9
1358,4.18,9
1297,4.25,9
1438,4.34,9
1335,4.48,9
1360,4.49,9
1246,4.53,9
1164,4.53,9
1212,4.58,9
1037,5.01,9
1002,5.01,9
1008,5.22,9
1034,5.27,9
0,5.40,9
1014,5.41,9
1309,5.54,9
1065,6.42,9
1066,7.00,9
1310,7.16,9
1471,7.39,9
1180,7.43,9
1449,7.45,9
1336,8.00,9
1059,8.12,9
1216,8.12,9
1102,8.17,9
1188,9.00,9
1403,9.01,9
1376,9.04,9
1322,9.07,9
1332,9.10,9
1078,9.40,9
1416,9.44,9
1341,9.49,9
1106,9.50,9
1263,10.34,9
1160,10.34,9
1488,10.38,9
1436,10.45,9
1464,10.49,9
1367,11.00,9
1401,11.00,9
1161,11.17,9
1040,11.45,9
1158,11.59,9
1481,12.23,9
1241,12.32,9
1050,12.36,9
1166,12.43,9
1071,13.00,9
1181,13.24,9
1035,14.42,9
1031,15.05,9
1278,15.23,9
1267,15.29,9
1371,15.59,9
1431,16.05,9
1285,16.23,9
1137,17.55,9
1396,18.28,9
1277,20.35,9
1320,21.50,9
1104,27.02,9
1058,28.55,9
1096,29.31,9
1107,31.41,9
1218,31.42,9
1242,33.27,9
1199,43.48,9
1271,59.10,9
1272,1.27,8
1368,1.29,8
1081,1.35,8
1215,1.41,8
1012,1.42,8
1450,1.46,8
1186,2.04,8
1511,2.09,8
1234,2.16,8
1380,2.19,8
1291,2.21,8
1372,2.28,8
1016,2.45,8
1252,2.46,8
1415,3.30,8
1298,3.49,8
1011,4.13,8
1120,4.13,8
1261,4.17,8
1296,4.29,8
1333,4.31,8
1327,4.42,8
1470,4.49,8
1001,4.54,8
1451,5.15,8
1437,5.21,8
1144,5.31,8
1412,5.32,8
1077,5.35,8
1204,5.42,8
1483,6.04,8
1069,7.03,8
1479,7.03,8
1009,8.19,8
1244,8.37,8
1442,8.39,8
1193,8.48,8
1045,8.49,8
1352,8.50,8
1340,9.12,8
1351,9.21,8
1155,9.22,8
1133,9.39,8
1055,9.44,8
1350,9.53,8
1290,11.06,8
1156,11.14,8
1441,11.36,8
1259,11.42,8
1492,11.45,8
1478,12.22,8
1010,13.19,8
1223,13.33,8
1287,14.15,8
1390,14.55,8
1205,16.58,8
1496,17.17,8
1273,17.26,8
1043,17.35,8
1446,23.18,8
1491,26.13,8
1398,27.37,8
1231,30.39,8
1153,34.42,8
1130,1.16,7
1315,1.17,7
1312,1.29,7
1323,1.30,7
1173,1.35,7
1407,1.42,7
1172,1.44,7
1237,1.54,7
1075,2.02,7
1080,2.05,7
1219,2.10,7
1406,2.18,7
1361,2.20,7
1269,2.21,7
1110,2.27,7
1270,2.29,7
1167,2.32,7
1240,2.56,7
1477,2.59,7
1251,3.00,7
1039,3.02,7
1140,3.06,7
1197,3.38,7
1359,3.59,7
1258,4.30,7
1434,5.06,7
1073,5.14,7
1209,5.18,7
1463,5.51,7
1187,6.12,7
1265,6.30,7
1243,7.16,7
1467,8.13,7
1503,8.24,7
1057,8.53,7
1337,8.56,7
1484,9.24,7
1311,9.42,7
1032,10.10,7
1132,11.00,7
1256,12.01,7
1383,12.03,7
1486,12.12,7
1191,12.29,7
1053,12.41,7
1292,12.59,7
1317,13.31,7
1175,16.57,7
1141,20.23,7
1245,20.27,7
1313,40.51,7
1409,1.02,6
1195,1.12,6
1346,1.31,6
1461,1.45,6
1047,1.55,6
1305,1.55,6
1139,1.56,6
1264,2.16,6
1085,2.17,6
1459,2.21,6
1427,2.29,6
1394,2.31,6
1325,2.45,6
1370,2.54,6
1453,2.58,6
1420,3.01,6
1485,3.10,6
1134,3.22,6
1082,3.25,6
1343,3.38,6
1366,3.43,6
1377,3.47,6
1450,4.03,6
1222,4.13,6
1213,4.35,6
1379,4.49,6
1250,5.41,6
1466,5.46,6
1162,5.50,6
1109,6.01,6
1469,6.06,6
1255,6.27,6
1200,6.56,6
1400,7.25,6
1131,7.54,6
1079,8.52,6
1293,10.50,6
1281,13.40,6
1062,14.01,6
1391,14.23,6
1168,14.44,6
1428,15.29,6
1326,17.25,6
1208,21.33,6
1044,24.31,6
1178,26.42,6
1196,0.54,5
1163,1.25,5
1254,1.51,5
1385,1.53,5
1303,1.54,5
1194,2.06,5
1042,2.06,5
1355,2.15,5
1356,2.28,5
1344,2.36,5
1505,2.37,5
1006,3.00,5
1384,3.01,5
1362,3.03,5
1295,3.14,5
1342,3.18,5
1480,3.28,5
1494,3.29,5
1247,3.44,5
1330,3.45,5
1493,3.46,5
1454,3.55,5
1339,4.09,5
1289,6.36,5
1497,6.45,5
1388,6.52,5
1114,10.12,5
1501,10.58,5
1046,11.47,5
1210,12.21,5
1304,1.51,4
1211,2.14,4
1445,2.16,4
1152,2.18,4
1126,2.26,4
1347,2.27,4
1145,2.30,4
1127,2.36,4
1091,3.40,4
1192,4.23,4
1203,5.51,4
1423,8.22,4
1288,9.35,4
1235,56.13,4
1345,2.14,3
1473,2.36,3
1282,2.44,3
1276,2.57,3
1424,3.52,3
1054,5.30,3
1048,6.18,2
1405,3.00,1
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
