1265,6.07,12
1416,8.36,12
1035,10.06,12
1022,4.59,11
1499,5.05,11
1414,6.29,11
1466,7.31,11
1415,8.03,11
1225,8.22,11
1158,8.53,11
1013,9.11,11
1153,10.20,11
1231,10.38,11
1120,10.40,11
1301,17.26,11
1201,18.55,11
1177,19.39,11
1249,30.09,11
1007,5.07,10
1287,6.02,10
1333,6.57,10
1340,7.16,10
1129,7.27,10
1147,7.29,10
1450,7.50,10
1483,8.20,10
1186,9.14,10
1019,9.44,10
1262,10.03,10
1460,10.14,10
1411,10.24,10
1050,11.10,10
1373,11.21,10
1189,11.30,10
1166,11.51,10
1104,12.04,10
1327,12.26,10
1107,12.35,10
1079,13.55,10
1294,14.12,10
1058,17.14,10
1179,3.06,9
1461,3.14,9
1493,3.53,9
1016,4.27,9
1311,4.32,9
1014,5.01,9
1021,5.05,9
1291,5.12,9
1387,5.22,9
1198,5.36,9
1330,5.37,9
1011,5.48,9
1394,5.51,9
1171,5.55,9
1481,5.58,9
1057,6.10,9
1020,6.23,9
1370,6.24,9
1170,6.51,9
1357,6.53,9
1490,7.00,9
1052,7.07,9
1439,7.12,9
1004,7.15,9
1219,7.16,9
1077,7.18,9
1447,7.32,9
1367,7.35,9
1478,7.49,9
1408,8.15,9
1378,8.16,9
1278,8.20,9
1383,8.35,9
1365,9.01,9
1482,9.08,9
1233,9.11,9
1159,9.15,9
1044,9.23,9
1263,9.39,9
1404,9.43,9
1318,9.47,9
1093,9.52,9
1102,10.29,9
1026,10.35,9
1316,11.06,9
1440,11.10,9
1031,11.15,9
1266,11.15,9
1055,11.54,9
1246,12.47,9
1096,12.47,9
1452,12.55,9
1398,13.19,9
1090,14.31,9
1329,14.42,9
1476,14.45,9
1459,14.51,9
1076,15.12,9
1435,15.33,9
1176,16.37,9
1212,17.48,9
1465,17.57,9
1144,18.11,9
1199,19.39,9
1227,29.03,9
1271,35.02,9
1242,42.29,9
1305,3.09,8
1428,4.11,8
1372,4.14,8
1347,4.52,8
1056,4.59,8
1430,5.21,8
1169,5.29,8
1241,5.49,8
1258,5.52,8
1463,6.05,8
1187,6.18,8
1003,6.20,8
1033,6.26,8
1161,6.59,8
1223,7.13,8
1445,7.15,8
1413,7.19,8
1221,7.28,8
1282,7.35,8
1295,7.41,8
1255,7.43,8
1438,7.43,8
1436,7.51,8
1252,7.52,8
1488,7.56,8
1092,8.27,8
1434,8.28,8
1289,9.04,8
1480,9.13,8
1206,9.14,8
1437,9.19,8
1406,9.24,8
1244,9.26,8
1474,9.34,8
1213,9.40,8
1497,9.42,8
1028,9.51,8
1395,9.54,8
1424,9.55,8
1344,9.55,8
1270,9.57,8
1132,10.05,8
1053,10.18,8
1338,10.24,8
1191,10.26,8
1248,10.29,8
1470,10.38,8
1128,10.56,8
1431,11.08,8
1401,11.16,8
1308,11.31,8
1032,12.06,8
1475,12.32,8
1402,12.58,8
1006,13.40,8
1229,13.55,8
1382,16.34,8
1491,17.35,8
1322,17.42,8
1444,18.23,8
1099,20.56,8
1343,21.00,8
1328,25.21,8
1250,28.12,8
1451,3.09,7
1174,3.46,7
1083,3.52,7
1073,3.53,7
1261,3.58,7
1224,4.22,7
1002,4.28,7
1075,4.28,7
1269,4.36,7
1375,4.48,7
1001,4.48,7
1015,4.49,7
1377,4.53,7
1202,4.54,7
1105,5.16,7
1009,5.28,7
1486,5.51,7
1164,5.52,7
1085,6.12,7
1155,6.12,7
1362,6.13,7
1133,6.19,7
1119,6.32,7
1292,6.36,7
1359,6.40,7
1240,6.47,7
1341,6.58,7
1332,6.58,7
1352,7.02,7
1036,7.11,7
1400,7.12,7
1334,7.19,7
1066,7.22,7
1122,7.22,7
1449,7.32,7
1368,7.33,7
1030,7.50,7
1285,7.55,7
1152,8.04,7
1290,8.06,7
1071,8.07,7
1462,8.11,7
1356,8.31,7
1319,8.32,7
1432,8.33,7
1025,8.35,7
1293,8.37,7
1257,8.44,7
1045,8.44,7
1251,8.51,7
1389,8.57,7
1062,9.01,7
1277,9.02,7
1064,9.07,7
1279,9.19,7
1100,9.21,7
1349,9.23,7
1194,9.24,7
1300,9.32,7
1280,9.38,7
1081,9.43,7
1069,9.57,7
1126,10.02,7
1023,10.07,7
1118,10.19,7
1180,10.20,7
1151,10.25,7
1228,10.26,7
1454,10.27,7
1080,10.39,7
1029,11.03,7
1390,11.11,7
1027,11.48,7
1230,12.11,7
1106,14.16,7
1504,16.12,7
1218,16.41,7
1148,16.44,7
1204,17.22,7
1339,18.14,7
1245,18.20,7
1125,18.23,7
1140,20.31,7
1127,26.12,7
1433,27.15,7
1477,27.43,7
1137,29.43,7
1366,36.33,7
1324,2.38,6
1299,4.04,6
1217,4.23,6
1008,4.33,6
1392,4.34,6
1237,4.57,6
1254,5.25,6
1494,5.37,6
1409,5.41,6
1264,5.43,6
1082,5.52,6
1222,5.53,6
1426,6.09,6
1139,6.18,6
1492,6.37,6
1345,6.39,6
1303,6.44,6
1417,6.50,6
1346,6.53,6
1479,6.54,6
1010,7.36,6
1313,7.40,6
1141,7.43,6
1296,7.45,6
1205,7.45,6
1496,7.51,6
1443,7.56,6
1157,7.58,6
1448,8.00,6
1220,8.01,6
1281,8.13,6
1412,8.14,6
1070,8.18,6
1193,8.21,6
1399,8.27,6
1471,8.38,6
1121,8.51,6
1188,8.55,6
1354,8.56,6
1379,9.04,6
1467,9.14,6
1123,9.45,6
1351,9.45,6
1446,9.45,6
1396,9.47,6
1207,10.02,6
1425,10.26,6
1034,10.40,6
1160,11.52,6
1078,11.55,6
1268,11.59,6
1267,12.05,6
1502,12.50,6
1484,13.07,6
1309,13.15,6
1458,13.51,6
1489,14.00,6
1215,15.16,6
1353,15.20,6
1142,16.00,6
1407,16.15,6
1320,16.40,6
1391,16.52,6
1422,17.07,6
1200,17.39,6
1371,18.18,6
1165,19.59,6
1473,28.21,6
1325,2.56,5
1135,3.30,5
1315,3.46,5
1405,4.00,5
1358,4.12,5
1464,4.21,5
1065,4.31,5
1150,4.41,5
1380,4.43,5
1453,4.54,5
1124,4.56,5
1317,4.56,5
1167,4.57,5
1012,4.58,5
1114,5.07,5
1312,5.10,5
1427,5.11,5
1260,5.17,5
1143,5.31,5
1288,5.34,5
1360,5.45,5
1421,5.48,5
1197,6.04,5
1385,6.17,5
1048,6.22,5
1298,6.30,5
1209,6.34,5
1046,6.43,5
1094,6.55,5
1154,7.09,5
1259,7.27,5
1195,7.30,5
1040,7.32,5
1337,7.57,5
1350,8.14,5
1131,8.16,5
1110,8.35,5
1134,8.40,5
1306,9.12,5
1355,9.30,5
1136,9.44,5
1235,9.54,5
1487,9.57,5
1441,10.31,5
1469,10.41,5
1097,11.14,5
1326,11.51,5
1472,12.12,5
1243,12.13,5
1216,12.14,5
1286,13.48,5
1156,16.46,5
1384,17.25,5
1178,18.04,5
1181,19.02,5
1361,36.27,5
1272,3.36,4
