1130,4.12,4
1109,4.17,4
1247,4.28,4
1381,4.44,4
1450,4.52,4
1091,4.56,4
1162,4.59,4
1172,5.58,4
1321,5.59,4
1323,6.30,4
1238,6.37,4
1072,6.43,4
1192,6.47,4
1505,6.54,4
1145,7.07,4
1060,7.25,4
1501,7.27,4
1503,7.32,4
1501,8.20,4
1208,8.38,4
1276,8.42,4
1173,8.49,4
1043,8.50,4
1310,8.50,4
1336,8.56,4
1442,9.47,4
1420,9.55,4
1369,10.16,4
1047,10.22,4
1374,10.50,4
1331,11.00,4
1089,11.03,4
1342,11.21,4
1037,13.31,4
1054,13.38,4
1304,16.08,4
1113,19.37,4
1273,27.06,4
1149,50.19,4
1393,2.53,3
1175,3.56,3
1403,4.05,3
1256,4.24,3
1163,5.14,3
1234,5.29,3
1297,5.45,3
1388,5.59,3
1042,6.39,3
1335,7.07,3
1039,7.15,3
1210,7.30,3
1423,7.46,3
1283,14.33,3
1203,17.10,3
1376,27.02,3
1059,3.24,2
1168,9.44,2
1211,6.12,1
1500,6.27,1
