1158,02.05,11
1123,03.05,11
1329,04.32,6
1175,05.59,4
1133,06.11,8
1500,06.17,4
1110,06.21,7
1409,06.40,9
1347,07.17,8
1087,07.37,3
1468,07.43,5
1083,07.51,6
1461,08.04,6
1439,08.13,8
1388,08.24,4
1390,08.31,8
1393,08.59,11
1091,09.10,7
1272,09.25,8
1057,09.34,8
1073,09.36,10
1343,09.46,8
1451,10.32,6
1222,10.33,6
1003,10.40,11
1134,10.44,8
1424,10.46,10
1139,11.01,7
1453,11.01,4
1152,11.03,9
1263,11.12,10
1260,11.12,8
1493,11.21,11
1234,11.22,6
1075,11.25,7
1342,11.32,5
1247,11.44,5
1011,11.47,11
1326,11.48,6
1254,11.54,6
1299,11.58,11
1434,11.59,10
1288,12.02,8
1283,12.09,5
1131,12.11,9
1039,12.11,7
1052,12.12,8
1241,12.19,8
1370,12.32,10
1313,12.36,9
1135,12.38,6
1210,12.43,8
1437,12.43,7
1292,12.44,6
1179,12.51,9
1155,12.52,10
1354,12.54,10
1315,12.57,11
1503,12.57,10
1411,12.59,6
1452,13.06,11
1311,13.06,9
1466,13.12,10
1460,13.12,7
1287,13.14,9
1218,13.20,10
1379,13.28,8
1259,13.42,10
476,13.47,4
1126,13.56,7
1463,13.58,8
1196,13.58,6
1008,14.00,10
1392,14.01,12
1230,14.09,6
1016,14.14,12
1413,14.18,9
1408,14.20,12
1264,14.20,9
1325,14.20,5
1338,14.23,11
1239,14.30,6
1161,14.31,9
1357,14.34,10
1380,14.34,7
1458,14.34,6
1037,14.36,12
1400,14.39,8
1405,14.43,3
1220,14.49,8
1238,14.50,11
1119,14.52,7
1368,14.56,11
1450,15.08,7
1505,15.13,7
1173,15.16,7
1361,15.16,6
1375,15.17,8
1258,15.20,8
1002,15.20,8
1481,15.37,10
1289,15.39,5
1248,15.40,8
1480,15.42,9
1310,15.47,6
1113,15.48,9
1245,15.50,8
1169,15.52,11
1251,15.53,9
1237,16.03,6
1192,16.15,8
1454,16.18,7
1243,16.24,8
1359,16.24,7
1372,16.30,9
1445,16.33,12
1401,16.35,9
1297,16.40,11
