1152,34.22,15,,,,,,,,,,,,,,,,,,,,,
1354,34.17,15,,,,,,,,,,,,,,,,,,,,,
1398,34.13,15,,,,,,,,,,,,,,,,,,,,,
1333,34.09,15,,,,,,,,,,,,,,,,,,,,,
1197,33.53,15,,,,,,,,,,,,,,,,,,,,,
1231,33.53,15,,,,,,,,,,,,,,,,,,,,,
1248,33.31,14,,,,,,,,,,,,,,,,,,,,,
1394,33.12,15,,,,,,,,,,,,,,,,,,,,,
1140,33.12,13,,,,,,,,,,,,,,,,,,,,,
1075,33.11,13,,,,,,,,,,,,,,,,,,,,,
1381,32.38,15,,,,,,,,,,,,,,,,,,,,,
1325,32.37,15,,,,,,,,,,,,,,,,,,,,,
1145,32.28,14,,,,,,,,,,,,,,,,,,,,,
1162,32.28,14,,,,,,,,,,,,,,,,,,,,,
1148,32.23,15,,,,,,,,,,,,,,,,,,,,,
1362,32.18,14,,,,,,,,,,,,,,,,,,,,,
1048,31.49,15,,,,,,,,,,,,,,,,,,,,,
1189,31.46,15,,,,,,,,,,,,,,,,,,,,,
1267,31.40,15,,,,,,,,,,,,,,,,,,,,,
1167,31.34,15,,,,,,,,,,,,,,,,,,,,,
1427,31.33,15,,,,,,,,,,,,,,,,,,,,,
1492,31.22,15,,,,,,,,,,,,,,,,,,,,,
1123,31.13,15,,,,,,,,,,,,,,,,,,,,,
1320,31.10,15,,,,,,,,,,,,,,,,,,,,,
1279,31.02,15,,,,,,,,,,,,,,,,,,,,,
1289,30.56,15,,,,,,,,,,,,,,,,,,,,,
1376,30.56,15,,,,,,,,,,,,,,,,,,,,,
1278,30.54,15,,,,,,,,,,,,,,,,,,,,,
1091,30.50,15,,,,,,,,,,,,,,,,,,,,,
1290,30.49,15,,,,,,,,,,,,,,,,,,,,,
1045,30.23,15,,,,,,,,,,,,,,,,,,,,,
1163,30.15,15,,,,,,,,,,,,,,,,,,,,,
1317,30.12,15,,,,,,,,,,,,,,,,,,,,,
1424,30.05,15,,,,,,,,,,,,,,,,,,,,,
1081,29.56,15,,,,,,,,,,,,,,,,,,,,,
1378,29.48,15,,,,,,,,,,,,,,,,,,,,,
1296,29.45,15,,,,,,,,,,,,,,,,,,,,,
1288,29.42,13,,,,,,,,,,,,,,,,,,,,,
1470,29.41,15,,,,,,,,,,,,,,,,,,,,,
1371,29.40,15,,,,,,,,,,,,,,,,,,,,,
1245,29.39,15,,,,,,,,,,,,,,,,,,,,,
1139,29.33,14,,,,,,,,,,,,,,,,,,,,,
1142,29.25,13,,,,,,,,,,,,,,,,,,,,,
1483,29.15,15,,,,,,,,,,,,,,,,,,,,,
1160,28.43,15,,,,,,,,,,,,,,,,,,,,,
1044,28.32,15,,,,,,,,,,,,,,,,,,,,,
1282,28.29,15,,,,,,,,,,,,,,,,,,,,,
1341,28.22,15,,,,,,,,,,,,,,,,,,,,,
1448,28.13,15,,,,,,,,,,,,,,,,,,,,,
1365,28.10,15,,,,,,,,,,,,,,,,,,,,,
1497,27.51,15,,,,,,,,,,,,,,,,,,,,,
1491,27.51,15,,,,,,,,,,,,,,,,,,,,,
1298,27.48,15,,,,,,,,,,,,,,,,,,,,,
1321,27.41,15,,,,,,,,,,,,,,,,,,,,,
1478,27.20,15,,,,,,,,,,,,,,,,,,,,,
1353,27.16,13,,,,,,,,,,,,,,,,,,,,,
1387,27.15,15,,,,,,,,,,,,,,,,,,,,,
1056,27.13,15,,,,,,,,,,,,,,,,,,,,,
1349,27.12,15,,,,,,,,,,,,,,,,,,,,,
1196,27.11,15,,,,,,,,,,,,,,,,,,,,,
1316,27.03,15,,,,,,,,,,,,,,,,,,,,,
1234,26.54,15,,,,,,,,,,,,,,,,,,,,,
1413,26.46,15,,,,,,,,,,,,,,,,,,,,,
1421,26.44,15,,,,,,,,,,,,,,,,,,,,,
1476,26.41,15,,,,,,,,,,,,,,,,,,,,,
1344,26.31,15,,,,,,,,,,,,,,,,,,,,,
1132,26.16,15,,,,,,,,,,,,,,,,,,,,,
1235,26.13,15,,,,,,,,,,,,,,,,,,,,,
1465,26.06,15,,,,,,,,,,,,,,,,,,,,,
1406,26.02,13,,,,,,,,,,,,,,,,,,,,,
1169,25.51,15,,,,,,,,,,,,,,,,,,,,,
1040,25.46,15,,,,,,,,,,,,,,,,,,,,,
1159,25.45,15,,,,,,,,,,,,,,,,,,,,,
1425,25.44,15,,,,,,,,,,,,,,,,,,,,,
1359,25.41,15,,,,,,,,,,,,,,,,,,,,,
1029,25.37,15,,,,,,,,,,,,,,,,,,,,,
1382,25.29,15,,,,,,,,,,,,,,,,,,,,,
1090,25.23,15,,,,,,,,,,,,,,,,,,,,,
1082,25.23,14,,,,,,,,,,,,,,,,,,,,,
1464,25.19,15,,,,,,,,,,,,,,,,,,,,,
1141,25.18,15,,,,,,,,,,,,,,,,,,,,,
1069,25.12,15,,,,,,,,,,,,,,,,,,,,,
1292,24.59,15,,,,,,,,,,,,,,,,,,,,,
1334,24.54,15,,,,,,,,,,,,,,,,,,,,,
1058,24.53,15,,,,,,,,,,,,,,,,,,,,,
1443,24.47,15,,,,,,,,,,,,,,,,,,,,,
1467,24.32,14,,,,,,,,,,,,,,,,,,,,,
1423,24.24,15,,,,,,,,,,,,,,,,,,,,,
1299,24.16,15,,,,,,,,,,,,,,,,,,,,,
1342,23.53,15,,,,,,,,,,,,,,,,,,,,,
1351,23.50,15,,,,,,,,,,,,,,,,,,,,,
1070,23.49,15,,,,,,,,,,,,,,,,,,,,,
1366,23.45,14,,,,,,,,,,,,,,,,,,,,,
1291,23.44,15,,,,,,,,,,,,,,,,,,,,,
1218,23.36,15,,,,,,,,,,,,,,,,,,,,,
1023,23.34,15,,,,,,,,,,,,,,,,,,,,,
1462,23.30,15,,,,,,,,,,,,,,,,,,,,,
1313,23.27,15,,,,,,,,,,,,,,,,,,,,,
1114,23.26,15,,,,,,,,,,,,,,,,,,,,,
1193,23.21,15,,,,,,,,,,,,,,,,,,,,,
1356,23.15,15,,,,,,,,,,,,,,,,,,,,,
1501,23.14,11,,,,,,,,,,,,,,,,,,,,,
1032,23.13,15,,,,,,,,,,,,,,,,,,,,,
1154,23.13,13,,,,,,,,,,,,,,,,,,,,,
1113,23.04,15,,,,,,,,,,,,,,,,,,,,,
1015,23.04,15,,,,,,,,,,,,,,,,,,,,,
1052,23.02,15,,,,,,,,,,,,,,,,,,,,,
1324,22.59,15,,,,,,,,,,,,,,,,,,,,,
1403,22.51,14,,,,,,,,,,,,,,,,,,,,,
1402,22.44,15,,,,,,,,,,,,,,,,,,,,,
1330,22.43,15,,,,,,,,,,,,,,,,,,,,,
1180,22.41,15,,,,,,,,,,,,,,,,,,,,,
1172,22.38,15,,,,,,,,,,,,,,,,,,,,,
1310,22.36,15,,,,,,,,,,,,,,,,,,,,,
1370,22.34,15,,,,,,,,,,,,,,,,,,,,,
1474,22.22,15,,,,,,,,,,,,,,,,,,,,,
1301,22.06,15,,,,,,,,,,,,,,,,,,,,,
1242,22.06,15,,,,,,,,,,,,,,,,,,,,,
1428,21.57,15,,,,,,,,,,,,,,,,,,,,,
1276,21.46,15,,,,,,,,,,,,,,,,,,,,,
1475,21.44,15,,,,,,,,,,,,,,,,,,,,,
1176,21.42,15,,,,,,,,,,,,,,,,,,,,,
1437,21.40,15,,,,,,,,,,,,,,,,,,,,,
1412,21.39,15,,,,,,,,,,,,,,,,,,,,,
1450,21.33,15,,,,,,,,,,,,,,,,,,,,,
1222,21.33,15,,,,,,,,,,,,,,,,,,,,,
1151,21.32,15,,,,,,,,,,,,,,,,,,,,,
1191,21.31,15,,,,,,,,,,,,,,,,,,,,,
1318,21.28,15,,,,,,,,,,,,,,,,,,,,,
1380,21.28,15,,,,,,,,,,,,,,,,,,,,,
1322,21.19,15,,,,,,,,,,,,,,,,,,,,,
1093,21.18,15,,,,,,,,,,,,,,,,,,,,,
1493,21.16,15,,,,,,,,,,,,,,,,,,,,,
1388,21.16,15,,,,,,,,,,,,,,,,,,,,,
1170,21.15,15,,,,,,,,,,,,,,,,,,,,,
1206,21.04,15,,,,,,,,,,,,,,,,,,,,,
1204,21.03,15,,,,,,,,,,,,,,,,,,,,,
1375,21.00,15,,,,,,,,,,,,,,,,,,,,,
1383,20.56,15,,,,,,,,,,,,,,,,,,,,,
1272,20.52,14,,,,,,,,,,,,,,,,,,,,,
1109,20.50,15,,,,,,,,,,,,,,,,,,,,,
1209,20.36,15,,,,,,,,,,,,,,,,,,,,,
1060,20.35,15,,,,,,,,,,,,,,,,,,,,,
1494,20.35,15,,,,,,,,,,,,,,,,,,,,,
1454,20.35,15,,,,,,,,,,,,,,,,,,,,,
1027,20.33,15,,,,,,,,,,,,,,,,,,,,,
1287,20.31,15,,,,,,,,,,,,,,,,,,,,,
1441,20.29,15,,,,,,,,,,,,,,,,,,,,,
1490,20.29,15,,,,,,,,,,,,,,,,,,,,,
1136,20.27,15,,,,,,,,,,,,,,,,,,,,,
1157,20.24,15,,,,,,,,,,,,,,,,,,,,,
1409,20.20,13,,,,,,,,,,,,,,,,,,,,,
1337,20.19,15,,,,,,,,,,,,,,,,,,,,,
1434,20.08,15,,,,,,,,,,,,,,,,,,,,,
1072,20.06,15,,,,,,,,,,,,,,,,,,,,,
1246,20.04,15,,,,,,,,,,,,,,,,,,,,,
1071,20.01,15,,,,,,,,,,,,,,,,,,,,,
1401,19.54,15,,,,,,,,,,,,,,,,,,,,,
1220,19.45,15,,,,,,,,,,,,,,,,,,,,,
1035,19.45,15,,,,,,,,,,,,,,,,,,,,,
1219,19.39,15,,,,,,,,,,,,,,,,,,,,,
1251,19.37,14,,,,,,,,,,,,,,,,,,,,,
1247,19.30,15,,,,,,,,,,,,,,,,,,,,,
1243,19.28,15,,,,,,,,,,,,,,,,,,,,,
1177,19.27,15,,,,,,,,,,,,,,,,,,,,,
1255,19.26,15,,,,,,,,,,,,,,,,,,,,,
1347,19.25,14,,,,,,,,,,,,,,,,,,,,,
1133,19.17,15,,,,,,,,,,,,,,,,,,,,,
1439,19.16,14,,,,,,,,,,,,,,,,,,,,,
1442,19.14,15,,,,,,,,,,,,,,,,,,,,,
1306,19.13,7,,,,,,,,,,,,,,,,,,,,,
1201,19.10,15,,,,,,,,,,,,,,,,,,,,,
1487,19.09,15,,,,,,,,,,,,,,,,,,,,,
1329,19.07,10,,,,,,,,,,,,,,,,,,,,,
1450,19.04,15,,,,,,,,,,,,,,,,,,,,,
1431,18.59,15,,,,,,,,,,,,,,,,,,,,,
1463,18.47,15,,,,,,,,,,,,,,,,,,,,,
1327,18.43,15,,,,,,,,,,,,,,,,,,,,,
1207,18.42,15,,,,,,,,,,,,,,,,,,,,,
1064,18.41,15,,,,,,,,,,,,,,,,,,,,,
1499,18.39,15,,,,,,,,,,,,,,,,,,,,,
1077,18.38,15,,,,,,,,,,,,,,,,,,,,,
1486,18.36,15,,,,,,,,,,,,,,,,,,,,,
1489,18.32,15,,,,,,,,,,,,,,,,,,,,,
1260,18.31,15,,,,,,,,,,,,,,,,,,,,,
1468,18.29,15,,,,,,,,,,,,,,,,,,,,,
1263,18.22,15,,,,,,,,,,,,,,,,,,,,,
1332,18.19,15,,,,,,,,,,,,,,,,,,,,,
1016,18.19,15,,,,,,,,,,,,,,,,,,,,,
1426,18.16,15,,,,,,,,,,,,,,,,,,,,,
1227,18.14,15,,,,,,,,,,,,,,,,,,,,,
1147,18.10,15,,,,,,,,,,,,,,,,,,,,,
1076,18.09,14,,,,,,,,,,,,,,,,,,,,,
1107,17.55,15,,,,,,,,,,,,,,,,,,,,,
1368,17.46,15,,,,,,,,,,,,,,,,,,,,,
1006,17.46,15,,,,,,,,,,,,,,,,,,,,,
1106,17.43,15,,,,,,,,,,,,,,,,,,,,,
1012,17.35,15,,,,,,,,,,,,,,,,,,,,,
1249,17.29,15,,,,,,,,,,,,,,,,,,,,,
1482,17.19,15,,,,,,,,,,,,,,,,,,,,,
1297,17.18,15,,,,,,,,,,,,,,,,,,,,,
1311,17.18,15,,,,,,,,,,,,,,,,,,,,,
1391,17.16,15,,,,,,,,,,,,,,,,,,,,,
1099,17.16,15,,,,,,,,,,,,,,,,,,,,,
1411,17.13,15,,,,,,,,,,,,,,,,,,,,,
1326,17.12,15,,,,,,,,,,,,,,,,,,,,,
1001,17.07,15,,,,,,,,,,,,,,,,,,,,,
1026,17.04,15,,,,,,,,,,,,,,,,,,,,,
1037,17.02,14,,,,,,,,,,,,,,,,,,,,,
1120,16.58,15,,,,,,,,,,,,,,,,,,,,,
1034,16.56,14,,,,,,,,,,,,,,,,,,,,,
1352,16.54,15,,,,,,,,,,,,,,,,,,,,,
1472,16.51,15,,,,,,,,,,,,,,,,,,,,,
1062,16.49,15,,,,,,,,,,,,,,,,,,,,,
1143,16.44,15,,,,,,,,,,,,,,,,,,,,,
1343,16.42,15,,,,,,,,,,,,,,,,,,,,,
1174,16.39,15,,,,,,,,,,,,,,,,,,,,,
1395,16.36,15,,,,,,,,,,,,,,,,,,,,,
1179,16.30,15,,,,,,,,,,,,,,,,,,,,,
1238,16.22,15,,,,,,,,,,,,,,,,,,,,,
1447,16.16,15,,,,,,,,,,,,,,,,,,,,,
1373,16.15,15,,,,,,,,,,,,,,,,,,,,,
1100,16.13,15,,,,,,,,,,,,,,,,,,,,,
1104,16.13,15,,,,,,,,,,,,,,,,,,,,,
1046,16.13,15,,,,,,,,,,,,,,,,,,,,,
1031,16.11,15,,,,,,,,,,,,,,,,,,,,,
1186,16.09,15,,,,,,,,,,,,,,,,,,,,,
1102,16.02,15,,,,,,,,,,,,,,,,,,,,,
1346,16.02,15,,,,,,,,,,,,,,,,,,,,,
1187,16.00,13,,,,,,,,,,,,,,,,,,,,,
1171,15.55,15,,,,,,,,,,,,,,,,,,,,,
1092,15.54,15,,,,,,,,,,,,,,,,,,,,,
1105,15.53,15,,,,,,,,,,,,,,,,,,,,,
1233,15.45,15,,,,,,,,,,,,,,,,,,,,,
1308,15.39,15,,,,,,,,,,,,,,,,,,,,,
1264,15.39,15,,,,,,,,,,,,,,,,,,,,,
1471,15.33,15,,,,,,,,,,,,,,,,,,,,,
1372,15.28,15,,,,,,,,,,,,,,,,,,,,,
1369,15.28,15,,,,,,,,,,,,,,,,,,,,,
1452,15.23,15,,,,,,,,,,,,,,,,,,,,,
1328,15.17,15,,,,,,,,,,,,,,,,,,,,,
1502,15.17,15,,,,,,,,,,,,,,,,,,,,,
1224,15.10,15,,,,,,,,,,,,,,,,,,,,,
1089,15.06,15,,,,,,,,,,,,,,,,,,,,,
1358,15.04,15,,,,,,,,,,,,,,,,,,,,,
1504,15.03,15,,,,,,,,,,,,,,,,,,,,,
1188,14.55,15,,,,,,,,,,,,,,,,,,,,,
1131,14.55,14,,,,,,,,,,,,,,,,,,,,,
1202,14.54,15,,,,,,,,,,,,,,,,,,,,,
1002,14.54,15,,,,,,,,,,,,,,,,,,,,,
1435,14.54,15,,,,,,,,,,,,,,,,,,,,,
1285,14.52,15,,,,,,,,,,,,,,,,,,,,,
1340,14.47,15,,,,,,,,,,,,,,,,,,,,,
1345,14.47,15,,,,,,,,,,,,,,,,,,,,,
1414,14.44,15,,,,,,,,,,,,,,,,,,,,,
1166,14.30,15,,,,,,,,,,,,,,,,,,,,,
1007,14.29,15,,,,,,,,,,,,,,,,,,,,,
1014,14.25,15,,,,,,,,,,,,,,,,,,,,,
1129,14.25,15,,,,,,,,,,,,,,,,,,,,,
1350,14.24,15,,,,,,,,,,,,,,,,,,,,,
1033,14.24,15,,,,,,,,,,,,,,,,,,,,,
1377,14.24,14,,,,,,,,,,,,,,,,,,,,,
1438,14.20,14,,,,,,,,,,,,,,,,,,,,,
1009,14.19,15,,,,,,,,,,,,,,,,,,,,,
1125,14.18,15,,,,,,,,,,,,,,,,,,,,,
1130,14.15,15,,,,,,,,,,,,,,,,,,,,,
1199,14.15,15,,,,,,,,,,,,,,,,,,,,,
1367,14.10,15,,,,,,,,,,,,,,,,,,,,,
1280,14.08,15,,,,,,,,,,,,,,,,,,,,,
1335,14.05,10,,,,,,,,,,,,,,,,,,,,,
1277,13.59,15,,,,,,,,,,,,,,,,,,,,,
1293,13.58,15,,,,,,,,,,,,,,,,,,,,,
1083,13.58,15,,,,,,,,,,,,,,,,,,,,,
1505,13.56,3,,,,,,,,,,,,,,,,,,,,,
1461,13.54,13,,,,,,,,,,,,,,,,,,,,,
1446,13.52,15,,,,,,,,,,,,,,,,,,,,,
1036,13.51,15,,,,,,,,,,,,,,,,,,,,,
1198,13.48,15,,,,,,,,,,,,,,,,,,,,,
0,13.48,15,,,,,,,,,,,,,,,,,,,,,
1008,13.39,15,,,,,,,,,,,,,,,,,,,,,
1028,13.39,15,,,,,,,,,,,,,,,,,,,,,
1122,13.38,15,,,,,,,,,,,,,,,,,,,,,
1445,13.32,15,,,,,,,,,,,,,,,,,,,,,
1480,13.31,15,,,,,,,,,,,,,,,,,,,,,
1266,13.29,15,,,,,,,,,,,,,,,,,,,,,
1153,13.22,15,,,,,,,,,,,,,,,,,,,,,
1158,13.19,15,,,,,,,,,,,,,,,,,,,,,
1011,13.17,15,,,,,,,,,,,,,,,,,,,,,
1449,13.16,15,,,,,,,,,,,,,,,,,,,,,
1379,13.11,15,,,,,,,,,,,,,,,,,,,,,
1440,13.07,15,,,,,,,,,,,,,,,,,,,,,
1216,12.58,1,,,,,,,,,,,,,,,,,,,,,
1010,12.57,15,,,,,,,,,,,,,,,,,,,,,
1155,12.57,15,,,,,,,,,,,,,,,,,,,,,
1488,12.47,15,,,,,,,,,,,,,,,,,,,,,
1055,12.39,15,,,,,,,,,,,,,,,,,,,,,
1257,12.36,15,,,,,,,,,,,,,,,,,,,,,
1097,12.35,15,,,,,,,,,,,,,,,,,,,,,
1481,12.31,15,,,,,,,,,,,,,,,,,,,,,
1357,12.29,14,,,,,,,,,,,,,,,,,,,,,
1020,12.27,15,,,,,,,,,,,,,,,,,,,,,
1436,12.23,15,,,,,,,,,,,,,,,,,,,,,
1404,12.19,15,,,,,,,,,,,,,,,,,,,,,
1393,12.00,15,,,,,,,,,,,,,,,,,,,,,
1022,11.55,15,,,,,,,,,,,,,,,,,,,,,
1451,11.49,15,,,,,,,,,,,,,,,,,,,,,
1150,11.46,15,,,,,,,,,,,,,,,,,,,,,
1021,11.36,15,,,,,,,,,,,,,,,,,,,,,
1180,11.32,2,,,,,,,,,,,,,,,,,,,,,
1228,11.29,15,,,,,,,,,,,,,,,,,,,,,
1039,11.26,15,,,,,,,,,,,,,,,,,,,,,
1013,11.24,15,,,,,,,,,,,,,,,,,,,,,
1315,11.22,15,,,,,,,,,,,,,,,,,,,,,
1430,11.22,15,,,,,,,,,,,,,,,,,,,,,
1262,11.19,15,,,,,,,,,,,,,,,,,,,,,
1241,11.18,14,,,,,,,,,,,,,,,,,,,,,
1050,10.58,15,,,,,,,,,,,,,,,,,,,,,
1389,10.47,15,,,,,,,,,,,,,,,,,,,,,
1415,10.45,15,,,,,,,,,,,,,,,,,,,,,
1004,10.40,15,,,,,,,,,,,,,,,,,,,,,
1121,10.28,15,,,,,,,,,,,,,,,,,,,,,
1003,10.21,15,,,,,,,,,,,,,,,,,,,,,
1127,09.55,15,,,,,,,,,,,,,,,,,,,,,
1164,09.34,14,,,,,,,,,,,,,,,,,,,,,
1500,09.26,11,,,,,,,,,,,,,,,,,,,,,
1416,09.23,15,,,,,,,,,,,,,,,,,,,,,
1392,09.21,15,,,,,,,,,,,,,,,,,,,,,
1161,09.21,15,,,,,,,,,,,,,,,,,,,,,
1252,09.19,15,,,,,,,,,,,,,,,,,,,,,
1057,09.19,15,,,,,,,,,,,,,,,,,,,,,
1408,08.39,15,,,,,,,,,,,,,,,,,,,,,
1261,08.38,14,,,,,,,,,,,,,,,,,,,,,
1338,08.33,15,,,,,,,,,,,,,,,,,,,,,
1466,08.27,15,,,,,,,,,,,,,,,,,,,,,
1217,07.42,15,,,,,,,,,,,,,,,,,,,,,
1110,05.59,6,,,,,,,,,,,,,,,,,,,,,
1119,05.29,14,,,,,,,,,,,,,,,,,,,,,
1400,04.03,0,,,,,,,,,,,,,,,,,,,,,
1085,03.37,14,,,,,,,,,,,,,,,,,,,,,
