1395,35.39,Course A/B,A
1217,36.10,Course A/B,A
1034,37.42,Course A/B,A
1252,37.47,Course A/B,A
1252,37.47,Course A/B,A
1416,38.06,Course A/B,A
1414,39.00,Course A/B,A
1451,40.05,Course A/B,A
1008,40.24,Course A/B,A
1357,40.42,Course A/B,A
1198,40.47,Course A/B,A
1373,40.47,Course A/B,A
1277,41.17,Course A/B,A
1462,41.17,Course A/B,A
1367,42.07,Course A/B,A
1164,42.40,Course A/B,A
1438,42.42,Course A/B,A
1415,42.49,Course A/B,A
1188,42.57,Course A/B,A
1147,42.59,Course A/B,A
1050,43.56,Course A/B,A
1186,44.16,Course A/B,A
1153,44.40,Course A/B,A
1340,45.00,Course A/B,A
1480,45.03,Course A/B,A
1408,45.07,Course A/B,A
1155,45.15,Course A/B,A
1001,45.27,Course A/B,A
1332,45.45,Course A/B,A
1422,46.11,Course A/B,A
1318,46.36,Course A/B,A
1251,46.42,Course A/B,A
1083,46.43,Course A/B,A
1447,47.05,Course A/B,A
1261,47.31,Course A/B,A
1020,48.11,Course A/B,A
1428,48.46,Course A/B,A
1257,49.32,Course A/B,A
1238,49.44,Course A/B,A
1002,50.04,Course A/B,A
1224,50.53,Course A/B,A
1308,51.21,Course A/B,A
1104,51.33,Course A/B,A
1199,53.01,Course A/B,A
1463,53.40,Course A/B,A
1021,53.58,Course A/B,A
1371,54.20,Course A/B,A
1171,54.58,Course A/B,A
1365,55.42,Course A/B,A
1032,55.45,Course A/B,A
1036,56.25,Course A/B,A
1174,56.35,Course A/B,A
1486,56.37,Course A/B,A
1377,56.50,Course A/B,A
1197,57.01,Course A/B,A
1044,57.15,Course A/B,A
1370,57.24,Course A/B,A
1159,57.57,Course A/B,A
1349,58.13,Course A/B,A
1003,58.50,Course A/B,A
1218,60.52,Course A/B,A
1055,61.45,Course A/B,A
1445,61.49,Course A/B,A
1481,62.18,Course A/B,A
1278,62.26,Course A/B,A
1301,62.49,Course A/B,A
1107,63.23,Course A/B,A
1246,63.39,Course A/B,A
1158,63.49,Course A/B,A
1177,63.55,Course A/B,A
1010,63.58,Course A/B,A
1161,64.08,Course A/B,A
1489,64.25,Course A/B,A
1399,64.35,Course A/B,A
1460,64.45,Course A/B,A
1502,64.57,Course A/B,A
1222,65.10,Course A/B,A
1382,65.33,Course A/B,A
1035,65.58,Course A/B,A
1031,66.11,Course A/B,A
1013,66.28,Course A/B,A
1056,66.59,Course A/B,A
1266,67.39,Course A/B,A
1097,67.47,Course A/B,A
1496,68.55,Course A/B,A
1379,70.56,Course A/B,A
1201,71.21,Course A/B,A
1244,71.46,Course A/B,A
1347,73.20,Course A/B,A
1280,74.09,Course A/B,A
1014,74.15,Course A/B,A
1461,75.06,Course A/B,A
1125,75.07,Course A/B,A
1402,76.08,Course A/B,A
1043,76.32,Course A/B,A
1331,76.46,Course A/B,A
1434,77.11,Course A/B,A
1425,78.38,Course A/B,A
1293,78.47,Course A/B,A
1150,79.00,Course A/B,A
1015,79.58,Course A/B,A
1446,80.00,Course A/B,A
1341,80.10,Course A/B,A
1263,80.31,Course A/B,A
1033,80.36,Course A/B,A
1291,81.33,Course A/B,A
1204,81.53,Course A/B,A
1121,82.15,Course A/B,A
1040,82.41,Course A/B,A
1166,82.43,Course A/B,A
1139,83.08,Course A/B,A
1267,83.08,Course A/B,A
1187,84.07,Course A/B,A
1091,84.57,Course A/B,A
1465,85.17,Course A/B,A
1012,85.18,Course A/B,A
1338,85.56,Course A/B,A
1242,87.42,Course A/B,A
1294,88.16,Course A/B,A
