1412,88.29,Course A/B,A
1206,88.41,Course A/B,A
1478,89.09,Course A/B,A
1504,90.07,Course A/B,A
1092,90.08,Course A/B,A
1260,92.37,Course A/B,A
1143,92.55,Course A/B,A
1369,93.07,Course A/B,A
1268,93.46,Course A/B,A
1292,94.13,Course A/B,A
1442,95.23,Course A/B,A
1290,96.00,Course A/B,A
1048,96.11,Course A/B,A
1466,96.41,Course A/B,A
1113,97.10,Course A/B,A
1387,97.12,Course A/B,A
1454,98.31,Course A/B,A
1156,98.51,Course A/B,A
1071,99.12,Course A/B,A
1172,99.17,Course A/B,A
1483,99.51,Course A/B,A
1324,100.05,Course A/B,A
1404,100.26,Course A/B,A
1281,101.03,Course A/B,A
1212,101.51,Course A/B,A
1487,102.00,Course A/B,A
1099,102.05,Course A/B,A
1492,102.16,Course A/B,A
1090,102.00,Course A/B,A
1151,104.42,Course A/B,A
1160,105.05,Course A/B,A
1362,105.17,Course A/B,A
1449,105.26,Course A/B,A
1062,106.38,Course A/B,A
1051,106.38,Course A/B,A
1167,106.50,Course A/B,A
1064,106.53,Course A/B,A
1482,106.57,Course A/B,A
1123,107.27,Course A/B,A
1100,108.58,Course A/B,A
1136,109.15,Course A/B,A
1173,109.29,Course A/B,A
1491,113.35,Course A/B,A
1070,114.24,Course A/B,A
1259,115.59,Course A/B,A
1398,116.11,Course A/B,A
1195,120.33,Course A/B,A
1310,121.08,Course A/B,A
1079,121.46,Course A/B,A
1205,122.57,Course A/B,A
1295,127.00,Course A/B,A
1207,127.03,Course A/B,A
1494,127.16,Course A/B,A
1089,128.09,Course A/B,A
1219,131.36,Course A/B,A
1106,133.04,Course A/B,A
1093,134.53,Course A/B,A
1154,137.16,Course A/B,A
1421,138.16,Course A/B,A
1355,139.21,Course A/B,A
1127,142.26,Course A/B,A
1212,142.37,Course A/B,A
1145,143.12,Course A/B,A
1366,144.43,Course A/B,A
1181,149.19,Course A/B,A
1144,154.11,Course A/B,A
1479,156.15,Course A/B,A
1078,158.14,Course A/B,A
1471,161.00,Course A/B,A
1142,165.06,Course A/B,A
1333,165.42,Course A/B,A
1344,166.00,Course A/B,A
1042,174.59,Course A/B,A
1345,192.00,Course A/B,A
1309,228.27,Course A/B,A
1353,239.00,Course A/B,A
1240,458.21,Course A/B,A
1126,23.00,Course C,A
1126,23.00,Course C,A
1319,25.39,Course C,A
1089,27.09,Course C,A
1339,29.04,Course C,A
1124,29.23,Course C,A
1140,31.14,Course C,A
1359,33.00,Course C,A
1096,33.55,Course C,A
1484,50.46,Course C,A
1391,54.01,Course C,A
1432,55.52,Course C,A
1450,62.35,Course C,A
1152,124.38,Course C,A
1208,150.33,Course C,A
